Kernel Behavior Groups for 'gpu_tot_sim_insn':
group-constant:
    "reduce_kernel<512, 1, MeanOps<…> >", min: 693900.0, max: 693900.0, variation: 0.00%, launches: 50
    "vectorized_elementwise_kernel<4, tanh_kernel_cuda(…), _>", min: 7501.0, max: 7627.0, variation: 1.68%, launches: 12
    "volta_sgemm_128x128_tn", min: 91378.0, max: 93878.0, variation: 2.74%, launches: 13
    "vectorized_elementwise_kernel<4, neg_kernel_cuda(…), _>", min: 5847.0, max: 5908.0, variation: 1.04%, launches: 75
    "reduce_kernel<512, 4, …>", min: 8034.0, max: 8183.0, variation: 1.85%, launches: 75
    "vectorized_elementwise_kernel<4, DivFunctor<float>, _>", min: 5923.0, max: 6113.0, variation: 3.21%, launches: 25
    "unrolled_elementwise_kernel<MulScalarFunctor<float, float>, _>", min: 6303.0, max: 6324.0, variation: 0.33%, launches: 50
    "softmax_warp_backward", min: 6947.0, max: 7042.0, variation: 1.37%, launches: 12
group-oscillating:
    "vectorized_elementwise_kernel<4, AddFunctor<float>, _>", min: 5489.0, max: 67692.0, variation: 1133.23%, launches: 309
    "vectorized_elementwise_kernel<4, BUnaryFunctor<AddFunctor<float>,_>, _>", min: 5486.0, max: 37160.0, variation: 577.36%, launches: 186
    "unrolled_elementwise_kernel<AddFunctor<float>, _>", min: 6583.0, max: 8216.0, variation: 24.81%, launches: 87
    "vectorized_elementwise_kernel<4, pow_tensor_scalar_kernel_impl(…), _> (float#3)", min: 5851.0, max: 11263.0, variation: 92.50%, launches: 37
    "vectorized_elementwise_kernel<4, sqrt_kernel_cuda(…), _>", min: 5540.0, max: 40535.0, variation: 631.68%, launches: 173
    "unrolled_elementwise_kernel<DivFunctor<float>, _>", min: 6982.0, max: 7790.0, variation: 11.57%, launches: 100
    "unrolled_elementwise_kernel<MulFunctor<float>, _>", min: 7524.0, max: 8342.0, variation: 10.87%, launches: 74
    "unrolled_elementwise_kernel<copy_device_to_device(…), _>", min: 6314.0, max: 9751.0, variation: 54.43%, launches: 180
    "volta_sgemm_128x32_nn", min: 11412.0, max: 86292.0, variation: 656.15%, launches: 36
    "vectorized_elementwise_kernel<4, MulScalarFunctor<float, float>, _>", min: 5484.0, max: 41793.0, variation: 662.09%, launches: 812
    "volta_sgemm_64x32_sliced1x4_nn", min: 28357.0, max: 95313.0, variation: 236.12%, launches: 36
    "splitKreduce_kernel", min: 8909.0, max: 10229.0, variation: 14.82%, launches: 60
    "vectorized_elementwise_kernel<4, MulFunctor<float>, _>", min: 6096.0, max: 10884.0, variation: 78.54%, launches: 135
    "vectorized_elementwise_kernel<4, FillFunctor<float>, _>", min: 5242.0, max: 20034.0, variation: 282.18%, launches: 299
    "reduce_kernel<128, 4, …>", min: 8482.0, max: 9654.0, variation: 13.82%, launches: 98
    "volta_sgemm_128x32_nt", min: 16643.0, max: 81196.0, variation: 387.87%, launches: 72
    "vectorized_elementwise_kernel<4, tanh_backward_kernel_cuda(…), _>", min: 10392.0, max: 12311.0, variation: 18.47%, launches: 12
    "volta_sgemm_64x32_sliced1x4_tn", min: 30636.0, max: 93547.0, variation: 205.35%, launches: 36
    "volta_sgemm_128x32_tn", min: 12187.0, max: 16355.0, variation: 34.20%, launches: 24
    "vectorized_elementwise_kernel<4, addcmul_cuda_kernel(…), _>", min: 5552.0, max: 68114.0, variation: 1126.84%, launches: 148
    "vectorized_elementwise_kernel<4, addcdiv_cuda_kernel(…), _>", min: 5954.0, max: 99260.0, variation: 1567.11%, launches: 148

Kernel Behavior Groups for 'L2_cache_global_read_hit':
group-constant:
    "reduce_kernel<512, 1, MeanOps<…> >", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 50
    "unrolled_elementwise_kernel<AUnaryFunctor<AddFunctor<float> >, _>", min: 1575.0, max: 1575.0, variation: 0.00%, launches: 12
    "softmax_warp_forward", min: 18150.0, max: 18150.0, variation: 0.00%, launches: 12
    "vectorized_elementwise_kernel<4, pow_tensor_scalar_kernel_impl(…), _>", min: 42240.0, max: 42240.0, variation: 0.00%, launches: 12
    "vectorized_elementwise_kernel<4, tanh_kernel_cuda(…), _>", min: 42240.0, max: 42240.0, variation: 0.00%, launches: 12
    "volta_sgemm_128x128_tn", min: 237576.0, max: 241185.0, variation: 1.52%, launches: 13
    "vectorized_elementwise_kernel<4, neg_kernel_cuda(…), _>", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 75
    "reduce_kernel<512, 4, …>", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 75
    "vectorized_elementwise_kernel<4, DivFunctor<float>, _>", min: 26.0, max: 26.0, variation: 0.00%, launches: 25
    "unrolled_elementwise_kernel<MulScalarFunctor<float, float>, _>", min: 326.0, max: 330.0, variation: 1.23%, launches: 50
    "volta_sgemm_64x32_sliced1x4_tn", min: 229157.0, max: 242157.0, variation: 5.67%, launches: 36
    "softmax_warp_backward", min: 36300.0, max: 36300.0, variation: 0.00%, launches: 12
group-oscillating:
    "vectorized_elementwise_kernel<4, AddFunctor<float>, _>", min: 0.0, max: 98304.0, variation: inf%, launches: 309
    "vectorized_elementwise_kernel<4, BUnaryFunctor<AddFunctor<float>,_>, _>", min: 0.0, max: 98304.0, variation: inf%, launches: 186
    "unrolled_elementwise_kernel<AddFunctor<float>, _>", min: 10886.0, max: 36588.0, variation: 236.10%, launches: 87
    "vectorized_elementwise_kernel<4, pow_tensor_scalar_kernel_impl(…), _> (float#3)", min: 0.0, max: 10560.0, variation: inf%, launches: 37
    "vectorized_elementwise_kernel<4, sqrt_kernel_cuda(…), _>", min: 0.0, max: 98304.0, variation: inf%, launches: 173
    "unrolled_elementwise_kernel<DivFunctor<float>, _>", min: 279.0, max: 10890.0, variation: 3803.23%, launches: 100
    "unrolled_elementwise_kernel<MulFunctor<float>, _>", min: 17881.0, max: 32593.0, variation: 82.28%, launches: 74
    "unrolled_elementwise_kernel<copy_device_to_device(…), _>", min: 0.0, max: 84480.0, variation: inf%, launches: 180
    "volta_sgemm_128x32_nn", min: 46200.0, max: 56988.0, variation: 23.35%, launches: 36
    "vectorized_elementwise_kernel<4, MulScalarFunctor<float, float>, _>", min: 0.0, max: 98304.0, variation: inf%, launches: 812
    "volta_sgemm_64x32_sliced1x4_nn", min: 214242.0, max: 240272.0, variation: 12.15%, launches: 36
    "splitKreduce_kernel", min: 0.0, max: 10560.0, variation: inf%, launches: 60
    "vectorized_elementwise_kernel<4, MulFunctor<float>, _>", min: 0.0, max: 84480.0, variation: inf%, launches: 135
    "vectorized_elementwise_kernel<4, FillFunctor<float>, _>", min: 0.0, max: 0.0, variation: inf%, launches: 299
    "reduce_kernel<128, 4, …>", min: 0.0, max: 40536.0, variation: inf%, launches: 98
    "volta_sgemm_128x32_nt", min: 33672.0, max: 269978.0, variation: 701.79%, launches: 72
    "vectorized_elementwise_kernel<4, tanh_backward_kernel_cuda(…), _>", min: 18008.0, max: 28252.0, variation: 56.89%, launches: 12
    "volta_sgemm_128x32_tn", min: 9240.0, max: 19316.0, variation: 109.05%, launches: 24
    "vectorized_elementwise_kernel<4, addcmul_cuda_kernel(…), _>", min: 0.0, max: 99428.0, variation: inf%, launches: 148
    "vectorized_elementwise_kernel<4, addcdiv_cuda_kernel(…), _>", min: 0.0, max: 63096.0, variation: inf%, launches: 148

Kernel Behavior Groups for 'L2_cache_global_read_total_access':
group-constant:
    "reduce_kernel<512, 1, MeanOps<…> >", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 50
    "unrolled_elementwise_kernel<DivFunctor<float>, _>", min: 10890.0, max: 10890.0, variation: 0.00%, launches: 100
    "unrolled_elementwise_kernel<AUnaryFunctor<AddFunctor<float> >, _>", min: 1575.0, max: 1575.0, variation: 0.00%, launches: 12
    "softmax_warp_forward", min: 18150.0, max: 18150.0, variation: 0.00%, launches: 12
    "vectorized_elementwise_kernel<4, pow_tensor_scalar_kernel_impl(…), _>", min: 42240.0, max: 42240.0, variation: 0.00%, launches: 12
    "vectorized_elementwise_kernel<4, tanh_kernel_cuda(…), _>", min: 42240.0, max: 42240.0, variation: 0.00%, launches: 12
    "volta_sgemm_128x128_tn", min: 531216.0, max: 531216.0, variation: 0.00%, launches: 13
    "vectorized_elementwise_kernel<4, neg_kernel_cuda(…), _>", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 75
    "reduce_kernel<512, 4, …>", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 75
    "vectorized_elementwise_kernel<4, DivFunctor<float>, _>", min: 28.0, max: 28.0, variation: 0.00%, launches: 25
    "unrolled_elementwise_kernel<MulScalarFunctor<float, float>, _>", min: 330.0, max: 330.0, variation: 0.00%, launches: 50
    "vectorized_elementwise_kernel<4, tanh_backward_kernel_cuda(…), _>", min: 84480.0, max: 84480.0, variation: 0.00%, launches: 12
    "softmax_warp_backward", min: 36300.0, max: 36300.0, variation: 0.00%, launches: 12
group-oscillating:
    "vectorized_elementwise_kernel<4, AddFunctor<float>, _>", min: 28.0, max: 589824.0, variation: 2106414.29%, launches: 309
    "vectorized_elementwise_kernel<4, BUnaryFunctor<AddFunctor<float>,_>, _>", min: 14.0, max: 294912.0, variation: 2106414.29%, launches: 186
    "unrolled_elementwise_kernel<AddFunctor<float>, _>", min: 10890.0, max: 36591.0, variation: 236.01%, launches: 87
    "vectorized_elementwise_kernel<4, pow_tensor_scalar_kernel_impl(…), _> (float#3)", min: 10560.0, max: 42240.0, variation: 300.00%, launches: 37
    "vectorized_elementwise_kernel<4, sqrt_kernel_cuda(…), _>", min: 14.0, max: 294912.0, variation: 2106414.29%, launches: 173
    "unrolled_elementwise_kernel<MulFunctor<float>, _>", min: 18240.0, max: 37053.0, variation: 103.14%, launches: 74
    "unrolled_elementwise_kernel<copy_device_to_device(…), _>", min: 7680.0, max: 84480.0, variation: 1000.00%, launches: 180
    "volta_sgemm_128x32_nn", min: 46200.0, max: 1024766.0, variation: 2118.11%, launches: 36
    "vectorized_elementwise_kernel<4, MulScalarFunctor<float, float>, _>", min: 14.0, max: 294912.0, variation: 2106414.29%, launches: 812
    "volta_sgemm_64x32_sliced1x4_nn", min: 368928.0, max: 1633824.0, variation: 342.86%, launches: 36
    "splitKreduce_kernel", min: 31680.0, max: 42240.0, variation: 33.33%, launches: 60
    "vectorized_elementwise_kernel<4, MulFunctor<float>, _>", min: 21120.0, max: 84480.0, variation: 300.00%, launches: 135
    "vectorized_elementwise_kernel<4, FillFunctor<float>, _>", min: 0.0, max: 0.0, variation: inf%, launches: 299
    "reduce_kernel<128, 4, …>", min: 10560.0, max: 42240.0, variation: 300.00%, launches: 98
    "volta_sgemm_128x32_nt", min: 43464.0, max: 1023336.0, variation: 2254.45%, launches: 72
    "volta_sgemm_64x32_sliced1x4_tn", min: 368928.0, max: 1633824.0, variation: 342.86%, launches: 36
    "volta_sgemm_128x32_tn", min: 46200.0, max: 59292.0, variation: 28.34%, launches: 24
    "vectorized_elementwise_kernel<4, addcmul_cuda_kernel(…), _>", min: 192.0, max: 589824.0, variation: 307100.00%, launches: 148
    "vectorized_elementwise_kernel<4, addcdiv_cuda_kernel(…), _>", min: 288.0, max: 884736.0, variation: 307100.00%, launches: 148

Kernel Behavior Groups for 'L2_cache_global_write_hit':
group-constant:
    "reduce_kernel<512, 1, MeanOps<…> >", min: 96.0, max: 96.0, variation: 0.00%, launches: 50
    "softmax_warp_forward", min: 22110.0, max: 22110.0, variation: 0.00%, launches: 12
    "vectorized_elementwise_kernel<4, tanh_kernel_cuda(…), _>", min: 42240.0, max: 42240.0, variation: 0.00%, launches: 12
    "unrolled_elementwise_kernel<MulScalarFunctor<float, float>, _>", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 50
group-oscillating:
    "vectorized_elementwise_kernel<4, AddFunctor<float>, _>", min: 0.0, max: 294912.0, variation: inf%, launches: 309
    "vectorized_elementwise_kernel<4, BUnaryFunctor<AddFunctor<float>,_>, _>", min: 0.0, max: 294912.0, variation: inf%, launches: 186
    "unrolled_elementwise_kernel<AddFunctor<float>, _>", min: 0.0, max: 10560.0, variation: inf%, launches: 87
    "vectorized_elementwise_kernel<4, pow_tensor_scalar_kernel_impl(…), _> (float#3)", min: 0.0, max: 42240.0, variation: inf%, launches: 37
    "vectorized_elementwise_kernel<4, sqrt_kernel_cuda(…), _>", min: 0.0, max: 0.0, variation: inf%, launches: 173
    "unrolled_elementwise_kernel<DivFunctor<float>, _>", min: 0.0, max: 10560.0, variation: inf%, launches: 100
    "unrolled_elementwise_kernel<MulFunctor<float>, _>", min: 0.0, max: 18150.0, variation: inf%, launches: 74
    "unrolled_elementwise_kernel<copy_device_to_device(…), _>", min: 0.0, max: 10560.0, variation: inf%, launches: 180
    "volta_sgemm_128x32_nn", min: 0.0, max: 351.0, variation: inf%, launches: 36
    "vectorized_elementwise_kernel<4, MulScalarFunctor<float, float>, _>", min: 0.0, max: 294912.0, variation: inf%, launches: 812
    "unrolled_elementwise_kernel<AUnaryFunctor<AddFunctor<float> >, _>", min: 0.0, max: 0.0, variation: inf%, launches: 12
    "volta_sgemm_64x32_sliced1x4_nn", min: 0.0, max: 0.0, variation: inf%, launches: 36
    "splitKreduce_kernel", min: 0.0, max: 10560.0, variation: inf%, launches: 60
    "vectorized_elementwise_kernel<4, pow_tensor_scalar_kernel_impl(…), _>", min: 0.0, max: 0.0, variation: inf%, launches: 12
    "vectorized_elementwise_kernel<4, MulFunctor<float>, _>", min: 0.0, max: 39168.0, variation: inf%, launches: 135
    "volta_sgemm_128x128_tn", min: 69.0, max: 684.0, variation: 891.30%, launches: 13
    "vectorized_elementwise_kernel<4, FillFunctor<float>, _>", min: 0.0, max: 96.0, variation: inf%, launches: 299
    "reduce_kernel<128, 4, …>", min: 288.0, max: 1152.0, variation: 300.00%, launches: 98
    "vectorized_elementwise_kernel<4, neg_kernel_cuda(…), _>", min: 0.0, max: 10560.0, variation: inf%, launches: 75
    "reduce_kernel<512, 4, …>", min: 96.0, max: 110.0, variation: 14.58%, launches: 75
    "vectorized_elementwise_kernel<4, DivFunctor<float>, _>", min: 0.0, max: 0.0, variation: inf%, launches: 25
    "volta_sgemm_128x32_nt", min: 0.0, max: 0.0, variation: inf%, launches: 72
    "vectorized_elementwise_kernel<4, tanh_backward_kernel_cuda(…), _>", min: 0.0, max: 25000.0, variation: inf%, launches: 12
    "volta_sgemm_64x32_sliced1x4_tn", min: 0.0, max: 0.0, variation: inf%, launches: 36
    "volta_sgemm_128x32_tn", min: 0.0, max: 0.0, variation: inf%, launches: 24
    "softmax_warp_backward", min: 3960.0, max: 11040.0, variation: 178.79%, launches: 12
    "vectorized_elementwise_kernel<4, addcmul_cuda_kernel(…), _>", min: 96.0, max: 294912.0, variation: 307100.00%, launches: 148
    "vectorized_elementwise_kernel<4, addcdiv_cuda_kernel(…), _>", min: 96.0, max: 221864.0, variation: 231008.33%, launches: 148

Kernel Behavior Groups for 'L2_cache_global_write_total_access':
group-constant:
    "reduce_kernel<512, 1, MeanOps<…> >", min: 110.0, max: 110.0, variation: 0.00%, launches: 50
    "unrolled_elementwise_kernel<DivFunctor<float>, _>", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 100
    "unrolled_elementwise_kernel<AUnaryFunctor<AddFunctor<float> >, _>", min: 1513.0, max: 1513.0, variation: 0.00%, launches: 12
    "softmax_warp_forward", min: 22110.0, max: 22110.0, variation: 0.00%, launches: 12
    "splitKreduce_kernel", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 60
    "vectorized_elementwise_kernel<4, pow_tensor_scalar_kernel_impl(…), _>", min: 42240.0, max: 42240.0, variation: 0.00%, launches: 12
    "vectorized_elementwise_kernel<4, tanh_kernel_cuda(…), _>", min: 42240.0, max: 42240.0, variation: 0.00%, launches: 12
    "vectorized_elementwise_kernel<4, neg_kernel_cuda(…), _>", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 75
    "reduce_kernel<512, 4, …>", min: 110.0, max: 110.0, variation: 0.00%, launches: 75
    "vectorized_elementwise_kernel<4, DivFunctor<float>, _>", min: 14.0, max: 14.0, variation: 0.00%, launches: 25
    "unrolled_elementwise_kernel<MulScalarFunctor<float, float>, _>", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 50
    "vectorized_elementwise_kernel<4, tanh_backward_kernel_cuda(…), _>", min: 42240.0, max: 42240.0, variation: 0.00%, launches: 12
    "softmax_warp_backward", min: 22110.0, max: 22110.0, variation: 0.00%, launches: 12
group-oscillating:
    "vectorized_elementwise_kernel<4, AddFunctor<float>, _>", min: 14.0, max: 294912.0, variation: 2106414.29%, launches: 309
    "vectorized_elementwise_kernel<4, BUnaryFunctor<AddFunctor<float>,_>, _>", min: 14.0, max: 294912.0, variation: 2106414.29%, launches: 186
    "unrolled_elementwise_kernel<AddFunctor<float>, _>", min: 10560.0, max: 18150.0, variation: 71.88%, launches: 87
    "vectorized_elementwise_kernel<4, pow_tensor_scalar_kernel_impl(…), _> (float#3)", min: 10560.0, max: 42240.0, variation: 300.00%, launches: 37
    "vectorized_elementwise_kernel<4, sqrt_kernel_cuda(…), _>", min: 14.0, max: 294912.0, variation: 2106414.29%, launches: 173
    "unrolled_elementwise_kernel<MulFunctor<float>, _>", min: 10560.0, max: 18150.0, variation: 71.88%, launches: 74
    "unrolled_elementwise_kernel<copy_device_to_device(…), _>", min: 10560.0, max: 42240.0, variation: 300.00%, launches: 180
    "volta_sgemm_128x32_nn", min: 0.0, max: 360.0, variation: inf%, launches: 36
    "vectorized_elementwise_kernel<4, MulScalarFunctor<float, float>, _>", min: 14.0, max: 294912.0, variation: 2106414.29%, launches: 812
    "volta_sgemm_64x32_sliced1x4_nn", min: 0.0, max: 0.0, variation: inf%, launches: 36
    "vectorized_elementwise_kernel<4, MulFunctor<float>, _>", min: 10560.0, max: 42240.0, variation: 300.00%, launches: 135
    "volta_sgemm_128x128_tn", min: 72.0, max: 786.0, variation: 991.67%, launches: 13
    "vectorized_elementwise_kernel<4, FillFunctor<float>, _>", min: 1.0, max: 294912.0, variation: 29491100.00%, launches: 299
    "reduce_kernel<128, 4, …>", min: 384.0, max: 1536.0, variation: 300.00%, launches: 98
    "volta_sgemm_128x32_nt", min: 0.0, max: 0.0, variation: inf%, launches: 72
    "volta_sgemm_64x32_sliced1x4_tn", min: 0.0, max: 0.0, variation: inf%, launches: 36
    "volta_sgemm_128x32_tn", min: 0.0, max: 0.0, variation: inf%, launches: 24
    "vectorized_elementwise_kernel<4, addcmul_cuda_kernel(…), _>", min: 96.0, max: 294912.0, variation: 307100.00%, launches: 148
    "vectorized_elementwise_kernel<4, addcdiv_cuda_kernel(…), _>", min: 96.0, max: 294912.0, variation: 307100.00%, launches: 148

Kernel Behavior Groups for 'Total_core_cache_stats_breakdown_GLOBAL_ACC_R_TOTAL_ACCESS':
group-constant:
    "reduce_kernel<512, 1, MeanOps<…> >", min: 10560.0, max: 10560.0, variation: 0.00%, launches: 50
    "unrolled_elementwise_kernel<DivFunctor<float>, _>", min: 13200.0, max: 13200.0, variation: 0.00%, launches: 100
    "unrolled_elementwise_kernel<AUnaryFunctor<AddFunctor<float> >, _>", min: 1821.0, max: 1821.0, variation: 0.00%, launches: 12
    "softmax_warp_forward", min: 22110.0, max: 22110.0, variation: 0.00%, launches: 12
    "vectorized_elementwise_kernel<4, pow_tensor_scalar_kernel_impl(…), _>", min: 42240.0, max: 42240.0, variation: 0.00%, launches: 12
